latitude,longitude,depth,mag,magType,gap,rms,net,id,place
38.12,-118.1078,0.9,0.8,ml,207.14,0.05,nn,nn00760702,"30 km S of Mina, Nevada"
44.2328,-114.8594,10,2.8,ml,57,1.14,us,us7000aq34,"6 km ENE of Stanley, Idaho"
58.8566,-154.3375,120.9,1.9,ml,,0.59,ak,ak0209557i50,"69 km SSE of Kokhanok, Alaska"
62.6815,-145.5198,3.2,1.2,ml,,0.35,ak,ak02095559kt,"43 km NNW of Gakona, Alaska"
38.14,-118.0062,0.1,1.6,ml,106.62,0.1,nn,nn00760698,"29 km SSE of Mina, Nevada"
19.43316667,-155.6176667,-1.2,1.3,md,102,0.18,hv,hv72047542,"26 km E of Honaunau-Napoopoo, Hawaii"
63.4794,-148.859,9.5,0.7,ml,,0.56,ak,ak020954vuaj,"10 km NNE of Cantwell, Alaska"
44.2306,-114.8495,10,2.4,ml,55,0.97,us,us7000aq2s,southern Idaho
53.865,-166.7755,7.74,0.64,ml,103,0.14,av,av62198931,"15 km W of Dutch Harbor, Alaska"
58.224,-133.7222,0,2.7,ml,,1.26,ak,ak020954sjd8,"41 km ESE of Juneau, Alaska"
60.2183,-151.0353,63,1.9,ml,,0.55,ak,ak020954rgm9,"18 km SE of Kasilof, Alaska"
58.3617,-133.5909,0,2.1,ml,,1.06,ak,ak020954peia,"49 km E of Juneau, Alaska"
36.6971667,-121.3751667,5.18,0.85,md,125,0.14,nc,nc73427311,"11km SSW of Tres Pinos, CA"
63.412,-145.0064,12.5,1.6,ml,,0.64,ak,ak020954mppv,"31 km SSW of Dry Creek, Alaska"
60.2458,-153.1192,134.5,1.8,ml,,0.87,ak,ak020954miel,"66 km E of Port Alsworth, Alaska"
19.15066667,-155.4553333,37.97,1.82,md,237,0.12,hv,hv72047472,"6 km SSE of PÃƒâ€žÃ‚Âhala, Hawaii"
19.12400055,-155.4624939,38.99000168,1.84000003,md,187,0.170000002,hv,hv72047467,"8 km S of PÃƒâ€žÃ‚Âhala, Hawaii"
38.1668,-117.7765,7.9,1.2,ml,74.16,0.17,nn,nn00760693,"38 km SE of Mina, Nevada"
58.3671,-133.6164,0.4,2,ml,,1.16,ak,ak020954a5kd,"47 km E of Juneau, Alaska"
38.8276672,-122.8116684,4,0.56,md,61,0.04,nc,nc73427306,"7km NW of The Geysers, CA"
38.144,-117.9132,6.2,1.2,ml,103.97,0.14,nn,nn00760691,"32 km SSE of Mina, Nevada"
35.794,-117.6056667,1.7,0.93,ml,124,0.18,ci,ci38594290,"18km W of Searles Valley, CA"
17.9723,-66.9881,5,2.49,md,179,0.14,pr,pr2020199000,"6 km E of La Parguera, Puerto Rico"
38.262,-117.752,5.2,0.9,ml,127.22,0.13,nn,nn00760689,"34 km ESE of Mina, Nevada"
38.199,-117.6965,0.7,1.2,ml,97.33,0.08,nn,nn00760687,"41 km ESE of Mina, Nevada"
33.3243333,-116.3993333,7.05,0.86,ml,74,0.13,ci,ci38594250,"8km NNW of Borrego Springs, CA"
37.4105,-121.7585,7.6,0.9,md,62,0.08,nc,nc73427301,"8km NE of Alum Rock, CA"
58.2924,-133.5903,0,2.9,ml,,1.11,ak,ak0209542ldg,"48 km E of Juneau, Alaska"
58.3589,-133.4406,5,2.8,ml,59,0.55,us,us7000aq1t,"57 km E of Juneau, Alaska"
38.1617,-117.9203,11,0.9,ml,110.69,0.05,nn,nn00760686,"30 km SSE of Mina, Nevada"
38.141,-117.9108,5.4,1.3,ml,108.7,0.15,nn,nn00760684,"32 km SSE of Mina, Nevada"
38.1697,-117.8755,11.6,1.1,ml,74.27,0.13,nn,nn00760682,"31 km SE of Mina, Nevada"
66.3162,-157.3325,10.6,0.8,ml,,0.36,ak,ak020953ye5t,"64 km S of Shungnak, Alaska"
33.3238333,-116.4036667,7.96,0.77,ml,52,0.19,ci,ci38594242,"8km NNW of Borrego Springs, CA"
38.2138,-117.8735,3.7,1.9,ml,61.58,0.11,nn,nn00760677,"28 km SE of Mina, Nevada"
38.2087,-117.7232,24.6,1.1,ml,154.25,0.09,nn,nn00760678,"39 km ESE of Mina, Nevada"
19.31216621,-155.8800049,7.809999943,1.82000005,md,190,0.289999992,hv,hv72047392,"16 km S of Honaunau-Napoopoo, Hawaii"
64.9975,-150.2839,16.8,1.1,ml,,0.5,ak,ak02093ueiof,"16 km E of Manley Hot Springs, Alaska"
38.1436,-118.0507,1.9,2,ml,62.71,0.1686,nn,nn00760671,"27 km S of Mina, Nevada"
33.379,-116.3708333,10,0.6,ml,77,0.17,ci,ci38594218,"14km N of Borrego Springs, CA"
44.3591,-115.1911,10,2.6,ml,99,1.08,us,us7000aq13,"25 km NW of Stanley, Idaho"
38.1525,-117.9657,9,1.6,ml,105.62,0.13,nn,nn00760666,"29 km SSE of Mina, Nevada"
33.5628333,-116.6458333,11.82,0.42,ml,50,0.1,ci,ci38594178,"3km ENE of Anza, CA"
38.1248,-118.0903,2,2.4,ml,57.27,0.1785,nn,nn00760663,"29 km S of Mina, Nevada"
58.3757,-133.5425,5,2.2,ml,,0.46,ak,ak02093u5w2u,"52 km E of Juneau, Alaska"
38.1433,-117.9815,14.4,1.1,ml,106.4,0.09,nn,nn00760660,"29 km SSE of Mina, Nevada"
33.4996667,-116.7803333,3.44,0.74,ml,39,0.17,ci,ci38594170,"10km NE of Aguanga, CA"
64.9732,-147.369,0,1.1,ml,,0.34,ak,ak02093u44qp,"11 km E of Fox, Alaska"
38.1972,-117.7267,0.6,1.4,ml,100.58,0.16,nn,nn00760657,"39 km ESE of Mina, Nevada"
-20.8215,-178.1624,500,4.5,mb,146,0.83,us,us7000aq0y,Fiji region
35.859,-117.698,8.56,1.54,ml,60,0.14,ci,ci38594154,"21km ESE of Little Lake, CA"
38.1467,-117.9192,10.8,1.2,ml,114.4,0.12,nn,nn00760656,"31 km SSE of Mina, Nevada"
58.3419,-133.4958,4.6,2.6,ml,,0.47,ak,ak02093ttvgj,"54 km E of Juneau, Alaska"
38.196,-117.739,10.4,1.1,ml,208.97,0.13,nn,nn00760653,"38 km SE of Mina, Nevada"
40.4608333,-121.3713333,4.05,0.52,md,284,0.03,nc,nc73427286,"20km NE of Mineral, CA"
38.1728,-117.8172,8.9,1.6,ml,76.96,0.1,nn,nn00760648,"35 km SE of Mina, Nevada"
36.0498333,-117.852,1.67,1.3,ml,129,0.23,ci,ci38594106,"9km E of Coso Junction, CA"
60.5908,-151.594,68.4,1.8,ml,,0.39,ak,ak02093tpu9e,"15 km W of Salamatof, Alaska"
35.5774,40.5664,10,4.2,mb,67,0.83,us,us7000aq0j,"47 km NE of Deir ez-Zor, Syria"
64.252,-148.5847,4.5,1,ml,,0.45,ak,ak02093tnw71,"29 km E of Clear, Alaska, Alaska"
38.1302,-118.0147,1.4,1.6,ml,109.44,0.12,nn,nn00760644,"30 km SSE of Mina, Nevada"
35.0935,-116.9671667,6.23,0.81,ml,68,0.18,ci,ci38594082,"22km NNE of Barstow, CA"
44.774,-110.9633333,6.03,0.51,md,194,0.17,uu,uu60402247,"16 km NE of West Yellowstone, Montana"
48.16433333,-119.57,3.83,1.05,ml,138,0.16,uw,uw61659926,"16 km SE of Malott, Washington"
38.7786667,-122.766,2.06,-0.15,md,84,0.03,nc,nc73427271,"1km W of The Geysers, CA"
33.4791667,-116.4665,5.12,0.61,ml,104,0.15,ci,ci38594026,"21km ESE of Anza, CA"
53.148,-162.9801,4.4,2.2,ml,,0.44,ak,ak02093t7knv,"191 km S of False Pass, Alaska"
38.815,-122.8086667,2.78,0.02,md,102,0.02,nc,nc73427266,"6km NW of The Geysers, CA"
66.3397,-157.3034,5.5,0.9,ml,,0.24,ak,ak02093t6cfk,"61 km S of Shungnak, Alaska"
35.8906667,-117.661,4.32,0.59,ml,99,0.14,ci,ci38594010,"23km ESE of Little Lake, CA"
47.67483333,-120.3913333,-0.33,1.49,ml,108,0.09,uw,uw61659906,"13 km W of Entiat, Washington"
38.8306667,-122.8025,2.09,0.11,md,42,0.02,nc,nc73427261,"7km W of Cobb, CA"
38.1868,-117.8905,2.6,0.8,ml,117.77,0.11,nn,nn00760639,"29 km SE of Mina, Nevada"
34.1036667,-118.3231667,6.03,1.72,ml,35,0.2,ci,ci38593986,"1km NNE of Hollywood, CA"
35.9326667,-117.6998333,4.39,-0.22,ml,117,0.08,ci,ci38593978,"19km E of Little Lake, CA"
36.061,-117.5055,5.08,1,ml,70,0.14,ci,ci38593954,"34km NNW of Searles Valley, CA"
-16.0207,-72.4647,104.91,4.2,mb,141,0.94,us,us7000apz1,"48 km W of Lluta, Peru"
51.1711,-179.0402,25.9,2.8,ml,,0.53,ak,ak02093t1ddx,"184 km WSW of Adak, Alaska"
51.741,-177.1067,13.1,1.3,ml,,0.56,ak,ak02093t0ci0,"35 km WSW of Adak, Alaska"
35.1715,-120.1106667,9.73,0.99,ml,215,0.15,ci,ci38593938,"22km SSW of Simmler, CA"
38.148,-117.9287,8.6,1.3,ml,97.09,0.13,nn,nn00760633,"31 km SSE of Mina, Nevada"
58.8601,-154.581,116,1.4,ml,,0.6,ak,ak02093sza7m,"65 km S of Kokhanok, Alaska"
51.7717,-177.1681,14.9,2.3,ml,,0.61,ak,ak02093syzv6,"38 km WSW of Adak, Alaska"
38.8375,-122.8081667,2.5,0.29,md,52,0.03,nc,nc73427251,"8km WNW of Cobb, CA"
54.3447,-162.6169,18.6,1.6,ml,,0.4,ak,ak02093sysq3,"76 km SE of False Pass, Alaska"
38.8256683,-122.8548355,2.58,0.44,md,62,0.02,nc,nc73427246,"10km WNW of The Geysers, CA"
38.1365,-118.031,7.2,1.3,ml,106.85,0.2,nn,nn00760630,"29 km SSE of Mina, Nevada"
68.0641,-162.8252,0,1.3,ml,,0.5,ak,ak02093slk6b,"3 km NE of Red Dog Mine, Alaska"
39.411,-110.2963333,-2.2,1.54,md,184,0.07,uu,uu60402242,"17 km SSE of Sunnyside, Utah"
38.7830009,-122.7353363,2.36,0.64,md,107,0.01,nc,nc73427241,"2km ENE of The Geysers, CA"
44.3566667,-115.1951667,9.68,2.37,ml,82,0.22,mb,mb80450624,"25 km NW of Stanley, Idaho"
55.1923,-161.034,72.5,2.5,ml,,0.35,ak,ak02093sir29,"37 km WSW of Sand Point, Alaska"
36.5806667,-121.0375,8.45,1.85,md,72,0.14,nc,nc73427226,"11km ENE of Pinnacles, CA"
36.0143333,-117.8005,1.37,0.21,ml,92,0.08,ci,ci38593826,"13km NE of Little Lake, CA"
36.0148333,-117.8016667,1.29,0.89,ml,73,0.1,ci,ci38593818,"13km NE of Little Lake, CA"
39.4133333,-110.3046667,-1.68,1.52,ml,183,0.09,uu,uu60402232,"16 km SSE of Sunnyside, Utah"
45.0811667,-111.7578333,-2,1.19,ml,152,0.15,mb,mb80450619,"27 km SSE of Virginia City, Montana"
30.299,136.8041,499.98,5,mww,72,0.63,us,us7000apwb,"southeast of Shikoku, Japan"
18.2246,-66.832,12,3.07,md,78,0.21,pr,pr2020198002,"9 km SSE of Lares, Puerto Rico"
38.0515,-118.7297,6.4,1.5,ml,100.76,0.1,nn,nn00760626,"34 km NW of Benton, California"
58.3843,-133.5083,2.4,1.6,ml,,0.38,ak,ak02093s1jtv,"54 km E of Juneau, Alaska"
35.8648333,-117.6611667,12.1,0.14,ml,169,0.13,ci,ci37450653,"24km ESE of Little Lake, CA"
35.8376667,-117.6595,8.58,0.74,ml,68,0.14,ci,ci38593754,"24km N of Ridgecrest, CA"
34.74066667,-98.43033333,0,1.66,ml,88,0.46,ok,ok2020nxlg,Oklahoma
38.1552,-117.8865,8.1,1.9,ml,69.39,0.139,nn,nn00760622,"32 km SE of Mina, Nevada"
38.1768,-117.7972,5.4,1,ml,88.02,0.12,nn,nn00760619,"36 km SE of Mina, Nevada"
60.1801,-147.0751,13.8,1.4,ml,,0.4,ak,ak02093rwx5n,"53 km ENE of Chenega, Alaska"
54.15,-165.9717,3.9,1.2,ml,,0.53,ak,ak02093rv5ld,"12 km W of Akutan, Alaska"
38.798,-122.8146667,3.27,-0.33,md,85,0.02,nc,nc73427211,"6km WNW of The Geysers, CA"
38.8175011,-122.8243332,2.33,0.83,md,63,0.02,nc,nc73427206,"7km NW of The Geysers, CA"
60.4849,-142.9476,11.6,0.7,ml,,0.5,ak,ak02093ruj0q,"105 km S of McCarthy, Alaska"
51.7814,-179.9208,100.7,2.2,ml,,0.31,ak,ak02093rtmja,"226 km W of Adak, Alaska"
35.7068333,-117.4888333,0.75,0.34,ml,117,0.19,ci,ci38593706,"10km SW of Searles Valley, CA"
38.1763,-117.9055,6.6,0.9,ml,116.92,0.05,nn,nn00760618,"29 km SE of Mina, Nevada"
33.3403333,-117.1441667,-0.44,1.14,ml,62,0.23,ci,ci38593690,"7km WSW of Pala, CA"
66.3467,-157.2644,4.7,1.2,ml,,0.35,ak,ak02093rry2d,"60 km S of Shungnak, Alaska"
38.2023,-117.7737,9.9,0.7,ml,137.77,0.03,nn,nn00760616,"35 km SE of Mina, Nevada"
34.997,-118.2015,-0.8,1.04,ml,53,0.16,ci,ci38593666,"7km SSW of Mojave, CA"
57.3438,-153.8778,40.7,1.2,ml,,0.32,ak,ak02093rfi31,"22 km SSE of Larsen Bay, Alaska"
51.5102,-176.044,23.4,1.9,ml,,0.43,ak,ak02093rdrwn,"57 km SE of Adak, Alaska"
34.2633333,-118.7211667,10.24,1.43,ml,42,0.21,ci,ci38593618,"2km ESE of Simi Valley, CA"
38.8283348,-122.8146667,1.91,1.07,md,43,0.02,nc,nc73427196,"8km NW of The Geysers, CA"
38.8296667,-122.8155,2.25,0.15,md,45,0.04,nc,nc73427191,"8km NW of The Geysers, CA"
63.3213,-150.692,10.4,0.7,ml,,0.2,ak,ak02093rczxr,"57 km ESE of Denali National Park, Alaska"
38.1715,-117.9892,0.9,0.2,ml,121.53,0.26,nn,nn00760615,"26 km SSE of Mina, Nevada"
51.9386,-175.0106,70.3,1.6,ml,,0.16,ak,ak02093razvc,"62 km WSW of Atka, Alaska"
39.4111667,-110.3013333,-1.99,1.71,ml,200,0.07,uu,uu60402212,"17 km SSE of Sunnyside, Utah"
58.3344,-133.4815,5.3,3.1,ml,,0.42,ak,ak02093raro6,"55 km E of Juneau, Alaska"
33.5928333,-116.804,6.49,0.18,ml,93,0.1,ci,ci38593586,"13km WNW of Anza, CA"
61.5721,-146.3491,15.2,1.2,ml,,0.72,ak,ak02093raesx,"49 km N of Valdez, Alaska"
33.5175,-116.5125,11.06,0.33,ml,62,0.13,ci,ci38593594,"16km ESE of Anza, CA"
33.9541667,-116.6466667,14.38,0.36,ml,77,0.12,ci,ci37450645,"11km WNW of Garnet, CA"
38.1583,-117.9217,11.6,1,ml,103.63,0.11,nn,nn00760614,"30 km SSE of Mina, Nevada"
38.1348,-117.8533,5.7,0.7,ml,114.16,0.23,nn,nn00760612,"36 km SE of Mina, Nevada"
38.7911682,-122.7241669,2.47,0.96,md,125,0.02,nc,nc73427186,"3km ENE of The Geysers, CA"
32.8435,-115.4801667,6.07,1.25,ml,100,0.15,ci,ci38593538,"8km E of Imperial, CA"
63.0948,-149.2341,19.9,0.8,ml,,0.62,ak,ak02093qvs98,"36 km SSW of Cantwell, Alaska"
38.1633,-118.0005,8.5,0.8,ml,93.36,0.05,nn,nn00760610,"26 km SSE of Mina, Nevada"
36.0788333,-117.8245,4.83,0.95,ml,52,0.1,ci,ci38593514,"12km ENE of Coso Junction, CA"
33.4818333,-116.7973333,6.48,0.57,ml,58,0.15,ci,ci38593506,"8km NE of Aguanga, CA"
35.8471667,-117.6836667,9.87,0.55,ml,78,0.07,ci,ci38593498,"22km ESE of Little Lake, CA"
62.8327,-148.5322,58.7,1.5,ml,,0.33,ak,ak02093qtw5m,"65 km SSE of Cantwell, Alaska"
61.6879,-151.0017,66.8,1.6,ml,,0.38,ak,ak02093qtnfx,"30 km WNW of Susitna, Alaska"
38.8344994,-122.8083344,2.35,0.56,md,102,0.02,nc,nc73427176,"8km W of Cobb, CA"
36.0511667,-117.8456667,2.54,1.15,ml,124,0.09,ci,ci38593482,"9km E of Coso Junction, CA"
59.7514,-151.8329,56.7,1.5,ml,,0.47,ak,ak02093qsivd,"2 km S of Anchor Point, Alaska"
60.4596,-142.8637,7.7,1.1,ml,,0.75,ak,ak02093qscl3,"108 km S of McCarthy, Alaska"
58.3669,-133.5413,8.2,1.7,ml,,0.44,ak,ak02093qrrcn,"51 km E of Juneau, Alaska"
33.5838333,-116.8101667,6.54,1.31,ml,28,0.19,ci,ci38593466,"13km WNW of Anza, CA"
51.8607,-177.35,6.7,1.2,ml,,0.69,ak,ak02093qra9k,"49 km W of Adak, Alaska"
38.156,-117.8252,12.3,0.8,ml,114.4,0.2,nn,nn00760607,"35 km SE of Mina, Nevada"
34.0513333,-118.8036667,13.61,0.91,ml,171,0.09,ci,ci38593458,"5km N of Malibu, CA"
33.5156667,-116.5143333,11.62,-0.06,ml,91,0.16,ci,ci38593450,"15km ESE of Anza, CA"
60.2189,-152.8221,104.7,1.1,ml,,0.28,ak,ak02093qpy5u,"66 km WNW of Ninilchik, Alaska"
38.1655,-117.9587,5.3,0.9,ml,121.78,0,nn,nn00760605,"28 km SSE of Mina, Nevada"
59.6094,-152.8213,100.4,1.4,ml,,0.31,ak,ak02093qor5q,"58 km WNW of Nanwalek, Alaska"
38.1177,-117.8782,14.6,0.8,ml,100.61,0.11,nn,nn00760604,"36 km SSE of Mina, Nevada"
33.506,-116.5246667,9.55,0.35,ml,54,0.15,ci,ci38593442,"15km ESE of Anza, CA"
33.662,-116.7645,14,0.06,ml,91,0.11,ci,ci37450829,"10km SSW of Idyllwild, CA"
39.409,-110.2951667,-2.81,2.09,ml,202,0.15,uu,uu60402202,"17 km SSE of Sunnyside, Utah"
34.3091667,-116.8578333,1.75,0.57,ml,89,0.15,ci,ci37450837,"6km NNW of Big Bear City, CA"
33.6785,-116.7231667,13.83,-0.02,ml,70,0.17,ci,ci38593434,"7km S of Idyllwild, CA"
61.4583,-149.8997,28.2,1.2,ml,,0.41,ak,ak02093qlbmo,"7 km SSE of Big Lake, Alaska"
54.3764,-161.304,35,3.3,ml,203,0.48,us,us7000aps1,"100 km SE of King Cove, Alaska"
61.1529,-140.0483,6.7,0.7,ml,,0.28,ak,ak02093qkdpu,"144 km WNW of Haines Junction, Canada"
35.5973333,-117.4046667,9.34,0.63,ml,130,0.15,ci,ci37450821,"19km S of Trona, CA"
35.9011667,-117.7488333,10.29,0.76,ml,57,0.15,ci,ci38593426,"15km ESE of Little Lake, CA"
35.91766667,-97.89033333,5.11,1.55,ml,71,0.33,ok,ok2020nxfv,"7 km NNE of Kingfisher, Oklahoma"
33.8396667,-117.4951667,-0.51,1.83,ml,33,0.19,ci,ci38593410,"5km SSE of Home Gardens, CA"
36.6826667,-121.2853333,6.8,2.42,md,49,0.12,nc,nc73427166,"12km SSE of Tres Pinos, CA"
63.4566,-148.8998,9.4,2.1,ml,,0.36,ak,ak02093q98dn,"7 km NNE of Cantwell, Alaska"
36.6975,-97.66833333,6,1.61,ml,54,0.21,ok,ok2020nxfk,"9 km W of Lamont, Oklahoma"
35.9678333,-120.5123333,3.16,0.59,md,75,0.05,nc,nc73427161,"11km NW of Parkfield, CA"
38.164,-117.8325,5.4,1.4,ml,131.61,0.05,nn,nn00760599,"34 km SE of Mina, Nevada"
58.2343,-155.1837,5.5,-0.2,ml,,0.14,ak,ak02093q5sw8,"85 km NNW of Karluk, Alaska"
38.8321648,-122.8191681,1.75,0.75,md,63,0.05,nc,nc73427156,"8km NW of The Geysers, CA"
33.487,-116.4145,9.43,0.89,ml,84,0.16,ci,ci37450813,"22km SSW of La Quinta, CA"
32.8905,-116.3503333,4.22,0.8,ml,93,0.2,ci,ci37450805,"18km ENE of Pine Valley, CA"
32.5826667,-115.2931667,16.69,2.04,ml,183,0.21,ci,ci38593378,"6km ENE of Puebla, B.C., MX"
36.9874,141.5237,34.88,4.4,mb,79,0.93,us,us7000apr6,"57 km E of Iwaki, Japan"
33.596,-116.8086667,6.36,0.6,ml,32,0.17,ci,ci38593362,"13km WNW of Anza, CA"
38.1622,-117.8365,10.8,1.5,ml,72.4,0.12,nn,nn00760594,"34 km SE of Mina, Nevada"
51.1871,179.1976,37.1,2.1,ml,,0.42,ak,ak02093q2uma,"299 km WSW of Adak, Alaska"
61.2461,-151.4341,66.1,1.1,ml,,0.4,ak,ak02093q2ht3,"22 km WNW of Beluga, Alaska"
38.1805,-117.7906,8.9,2.3,ml,66.56,0.1304,nn,nn00760588,"36 km SE of Mina, Nevada"
-30.5578,-70.3242,110.33,4.1,mb,106,0.45,us,us7000apq6,"62 km ENE of Monte Patria, Chile"
35.9596667,-117.3768333,1.09,1.96,ml,51,0.13,ci,ci38593346,"22km N of Searles Valley, CA"
36.70033333,-97.66466667,7.38,1.7,ml,51,0.23,ok,ok2020nxec,"9 km W of Lamont, Oklahoma"
60.9748,-152.0342,88,1.4,ml,,0.32,ak,ak02093pzhhj,"49 km WSW of Tyonek, Alaska"
34.3383333,-116.8861667,-1.35,1.44,ml,45,0.17,ci,ci38593338,"9km NNW of Big Bear City, CA"
51.5255,-176.6874,37,3.6,ml,,0.32,ak,ak02093pz8fi,"38 km S of Adak, Alaska"
36.23616667,-95.82066667,0,1.72,ml,119,0.46,ok,ok2020nxdz,"4 km SE of Owasso, Oklahoma"
62.9325,-150.7904,113,1.1,ml,,0.54,ak,ak02093pmds5,"48 km N of Petersville, Alaska"
36.1135,-117.8481667,4.19,1.76,ml,44,0.15,ci,ci38593282,"12km NE of Coso Junction, CA"
36.1095,-117.8478333,5.28,0.75,ml,100,0.11,ci,ci37450797,"12km NE of Coso Junction, CA"
39.7863333,-122.0006667,19.51,1.84,md,97,0.04,nc,nc71112774,"5km NNE of Hamilton City, CA"
38.834,-122.8191667,1.8,0.27,md,61,0.01,nc,nc73427136,"8km NW of The Geysers, CA"
69.3934,-143.4911,3.3,1.5,ml,,0.73,ak,ak02093plrtk,"82 km S of Kaktovik, Alaska"
39.4048333,-110.2803333,-3.39,1.36,ml,207,0.22,uu,uu60402197,"18 km SSE of Sunnyside, Utah"
36.4481667,-117.9728333,7.47,0.7,ml,148,0.11,ci,ci38593274,"18km SSE of Lone Pine, CA"
33.2436667,-115.687,2.92,1.45,ml,55,0.24,ci,ci38593250,"13km SSE of Bombay Beach, CA"
64.3388,-150.1605,11.1,1.4,ml,,0.44,ak,ak02093pj399,"47 km W of Anderson, Alaska"
63.1143,-149.1982,17.2,0.3,ml,,0.36,ak,ak02093pip1s,"33 km SSW of Cantwell, Alaska"
37.3295,-122.2156667,9.41,1.21,md,174,0.06,nc,nc73427126,"6km SSE of Portola Valley, CA"
38.138,-117.8987,10.6,1.2,ml,95.99,0.1,nn,nn00760578,"33 km SSE of Mina, Nevada"
54.4619,-161.7305,21.6,2,ml,,0.71,ak,ak02093pgyvn,"76 km SSE of King Cove, Alaska"
35.6756667,-117.5161667,10.98,1.25,ml,137,0.18,ci,ci38593234,"14km SW of Searles Valley, CA"
61.852,-150.1168,45.9,1.1,ml,,0.68,ak,ak02093pfw0p,"12 km NNW of Willow, Alaska"
38.1397,-117.9935,5.7,1.5,ml,104.97,0.11,nn,nn00760576,"29 km SSE of Mina, Nevada"
54.1436,-164.3129,71.5,2,ml,,0.49,ak,ak02093peu4z,"95 km E of Akutan, Alaska"
38.8258324,-122.7858353,1.82,0.82,md,60,0.02,nc,nc73427116,"6km W of Cobb, CA"
38.8251648,-122.7861633,1.89,1.14,md,40,0.02,nc,nc73427111,"6km W of Cobb, CA"
35.8706667,-117.662,6.55,0.42,ml,51,0.13,ci,ci38593210,"23km ESE of Little Lake, CA"
65.6747,-148.3984,9.3,1.1,ml,,0.72,ak,ak02093pdlkm,"18 km NNE of Livengood, Alaska"
35.9546667,-117.672,2.82,1.11,ml,38,0.13,ci,ci38593194,"21km E of Little Lake, CA"
33.4818333,-116.7988333,6.15,0.91,ml,38,0.21,ci,ci38593186,"8km NE of Aguanga, CA"
38.1802,-117.8527,9.7,1.4,ml,75.28,0.09,nn,nn00760573,"32 km SE of Mina, Nevada"
62.5606,-151.1718,88.1,1,ml,,0.54,ak,ak02093p343f,"22 km WNW of Petersville, Alaska"
63.0601,-151.5323,7.8,1.5,ml,,0.65,ak,ak02093p2tcf,"54 km S of Denali National Park, Alaska"
38.171,-117.8199,7.8,2.9,ml,48.16,0.1438,nn,nn00760569,"35 km SE of Mina, Nevada"
40.7318333,-112.0295,8.88,1.79,ml,37,0.14,uu,uu60402182,"5 km NNW of West Valley City, Utah"
38.1527,-117.9977,6.2,1.7,ml,101.44,0.06,nn,nn00760565,"28 km SSE of Mina, Nevada"
39.5789,-119.1296,6.6,0.6,ml,161.21,0.1979,nn,nn00760640,"10 km ESE of Fernley, Nevada"
33.4876667,-116.4403333,12.49,0.68,ml,79,0.14,ci,ci38593146,"23km ESE of Anza, CA"
36.1425,-120.0475,4.81,1.83,md,222,0.16,nc,nc73427096,"8km SE of Huron, CA"
-22.8241,-70.2569,57.13,4.2,mb,171,1.18,us,us7000apmw,"81 km S of Tocopilla, Chile"
36.0715,-117.6413333,6.54,0.57,ml,85,0.07,ci,ci38593138,"28km E of Coso Junction, CA"
35.8965,-117.7228333,0.77,-0.46,ml,237,0.12,ci,ci37450789,"17km ESE of Little Lake, CA"
38.1495,-117.9692,9.1,0.8,ml,108.08,0.02,nn,nn00760560,Nevada
36.0525,-117.8483333,3.3,-0.02,ml,138,0.05,ci,ci38593130,"9km E of Coso Junction, CA"
19.22266579,-155.3916626,31.45000076,1.95000005,md,165,0.119999997,hv,hv72046872,"9 km ENE of PÃƒâ€žÃ‚Âhala, Hawaii"
19.2345,-155.3985,30.72,1.7,md,140,0.11,hv,hv72046867,"9 km ENE of PÃ„Âhala, Hawaii"
61.4195,-146.6423,19.7,1.5,ml,,0.69,ak,ak02093ouyea,"35 km NNW of Valdez, Alaska"
40.3973333,-123.9196667,21.86,1.84,md,36,0.1,nc,nc73427091,"19km SE of Rio Dell, CA"
36.1103333,-117.85,5.08,0.49,ml,112,0.06,ci,ci38593098,"11km NE of Coso Junction, CA"
38.8158333,-122.8176667,2.41,1.21,md,49,0.03,nc,nc73427086,"7km NW of The Geysers, CA"
36.465,-117.9206667,4.22,1.84,ml,62,0.18,ci,ci38593058,"19km SE of Lone Pine, CA"
19.37433243,-155.2938385,7.539999962,1.72000003,md,255,0.150000006,hv,hv72046837,"9 km SW of Volcano, Hawaii"
61.3433,-140.9066,8.4,0.6,ml,,0.32,ak,ak02093ohs8k,"108 km E of McCarthy, Alaska"
33.4791667,-116.7985,6.38,0.31,ml,37,0.12,ci,ci38593042,"7km ENE of Aguanga, CA"
63.264,-148.9271,87.9,0.8,ml,,0.57,ak,ak02093ogu5a,"14 km S of Cantwell, Alaska"
46.182,-119.0781667,12.6,1.39,ml,106,0.17,uw,uw61659786,"4 km NW of Finley, Washington"
35.7418333,-117.5443333,10.68,0.68,ml,137,0.15,ci,ci38593026,"13km WSW of Searles Valley, CA"
38.1705,-117.896,4.3,0.7,ml,107.54,0.06,nn,nn00760550,"30 km SE of Mina, Nevada"
35.872,-117.6625,3.86,0.22,ml,99,0.14,ci,ci37450693,"23km ESE of Little Lake, CA"
35.8596667,-117.6926667,9.93,0.84,ml,40,0.09,ci,ci38593002,"21km ESE of Little Lake, CA"
36.1145,-117.8436667,4.18,1.47,ml,82,0.23,ci,ci38592994,"12km NE of Coso Junction, CA"
38.1902,-117.8847,8.8,0.7,ml,107.4,0.03,nn,nn00760547,"29 km SE of Mina, Nevada"
35.6441667,-117.5596667,6.53,0.07,ml,78,0.2,ci,ci37450621,"11km ENE of Ridgecrest, CA"
36.4685,-117.9675,9.22,0.73,ml,165,0.14,ci,ci38592986,"16km SE of Lone Pine, CA"
